policy,experiment_id,seed,filter_best_loss,real_best_loss,regret,rank_pct,num_runs,num_prunings,total_epochs,epochs_avoided,total_train_time,saved_time_A,saved_time_B,n_decisions,false_continues,false_prunes,llm_calls,input_tokens,output_tokens,total_latency_s,mean_confidence,saved_pct_A,saved_pct_B,found_best
last-seen,HSF15_cooler_rnn,0,0.001239838544279325,0.001239838544279325,0.0,0.0,12,9,392,223,11170.767069339752,6466.520118443171,6466.520118443171,18,0,0,0,0,0,0.0,1.0,0.5788787894603709,0.5788787894603709,True
last-seen,HSF15_cooler_rnn,1,0.001239838544279325,0.001239838544279325,0.0,0.0,12,5,290,96,8851.88862657547,2514.4552063077467,2514.4552063077467,118,19,3,0,0,0,0.0,1.0,0.28405861306916536,0.28405861306916536,True
last-seen,HSF15_cooler_transformer,0,0.0002979373061909035,0.0002979373061909035,0.0,0.0,12,7,218,97,3625.7991478443146,849.9788987269333,849.9788987269333,53,1,3,0,0,0,0.0,1.0,0.23442525745869855,0.23442525745869855,True
last-seen,HSF15_cooler_transformer,1,0.0013228064488962916,0.0013228064488962916,0.0,0.0,12,8,321,179,4264.2865262031555,2786.211231877366,2786.211231877366,55,0,1,0,0,0,0.0,1.0,0.6533827440432711,0.6533827440432711,True
arima,HSF15_cooler_fcn,0,0.020620204193717448,0.010280445513273662,0.010339758680443786,0.09090909090909091,12,9,328,212,13706.10070157051,7740.308487894981,7740.308487894981,21,0,5,0,0,0,0.0,1.0,0.5647345409484741,0.5647345409484741,False
arima,HSF15_cooler_fcn,1,0.03407529089564819,0.019355639705735044,0.014719651189913145,0.18181818181818182,12,9,346,225,15713.402077674866,9519.634197166557,9519.634197166557,18,0,1,0,0,0,0.0,1.0,0.6058289700797366,0.6058289700797366,False
arima,HSF15_cooler_mscnn,0,0.00491833966225385,0.00491833966225385,0.0,0.0,12,9,431,282,15091.831056594849,7895.304980729535,7895.304980729535,18,0,0,0,0,0,0.0,1.0,0.523150898729378,0.523150898729378,True
arima,HSF15_cooler_mscnn,1,0.06752985854213234,0.015540962326052283,0.051988896216080056,0.2727272727272727,12,8,460,235,10439.622333049774,4886.840288354145,4886.840288354145,43,0,7,0,0,0,0.0,1.0,0.46810508392467204,0.46810508392467204,False
arima,HSF15_cooler_rnn,0,0.001239838544279325,0.001239838544279325,0.0,0.0,12,9,392,222,11170.767069339752,6433.512980503127,6433.512980503127,19,1,0,0,0,0,0.0,1.0,0.5759240113564896,0.5759240113564896,True
arima,HSF15_cooler_rnn,1,0.001239838544279325,0.001239838544279325,0.0,0.0,12,6,263,109,7347.434104442596,3066.164634179893,3066.164634179893,78,16,2,0,0,0,0.0,1.0,0.4173109401996472,0.4173109401996472,True
arima,HSF15_cooler_transformer,0,0.014471546856203162,0.00012040647568992599,0.014351140380513236,0.18181818181818182,12,8,233,120,3750.8796153068542,963.8256389693299,963.8256389693299,45,13,5,0,0,0,0.0,1.0,0.25695989682955495,0.25695989682955495,False
arima,HSF15_cooler_transformer,1,0.011643471564616648,0.0013228064488962916,0.010320665115720357,0.2727272727272727,12,8,341,218,4180.627424955368,2870.3141916282584,2870.3141916282584,36,4,11,0,0,0,0.0,1.0,0.686574980227735,0.686574980227735,False
oracle,HSF15_cooler_fcn,0,0.010280445513273662,0.010280445513273662,0.0,0.0,12,8,344,222,15276.620302200317,8389.021149711565,8389.021149711565,27,0,0,0,0,0,0.0,1.0,0.5491411702170329,0.5491411702170329,True
oracle,HSF15_cooler_fcn,1,0.024294771211850006,0.024294771211850006,0.0,0.0,12,8,346,193,14581.915479660034,7409.539754966983,7409.539754966983,50,17,7,0,0,0,0.0,1.0,0.5081321288209614,0.5081321288209614,True
oracle,HSF15_cooler_mscnn,0,0.00491833966225385,0.00491833966225385,0.0,0.0,12,9,431,282,15091.831056594849,7895.304980729535,7895.304980729535,18,0,0,0,0,0,0.0,1.0,0.523150898729378,0.523150898729378,True
oracle,HSF15_cooler_mscnn,1,0.015540962326052283,0.015540962326052283,0.0,0.0,12,6,478,169,11086.366675376892,5233.2834072967435,5233.2834072967435,127,5,7,0,0,0,0.0,1.0,0.4720467544087281,0.4720467544087281,True
oracle,HSF15_cooler_rnn,0,0.001239838544279325,0.001239838544279325,0.0,0.0,12,9,392,223,11170.767069339752,6466.520118443171,6466.520118443171,18,0,0,0,0,0,0.0,1.0,0.5788787894603709,0.5788787894603709,True
oracle,HSF15_cooler_rnn,1,0.001239838544279325,0.001239838544279325,0.0,0.0,12,6,290,119,8851.88862657547,3035.3022998132656,3035.3022998132656,95,2,3,0,0,0,0.0,1.0,0.3428988352497531,0.3428988352497531,True
oracle,HSF15_cooler_transformer,0,0.0002979373061909035,0.0002979373061909035,0.0,0.0,12,6,218,74,3625.7991478443146,649.6805796009355,649.6805796009355,76,5,3,0,0,0,0.0,1.0,0.1791827272029663,0.1791827272029663,True
oracle,HSF15_cooler_transformer,1,0.0013228064488962916,0.0013228064488962916,0.0,0.0,12,6,341,140,4365.49169421196,2387.9845732776485,2387.9845732776485,114,11,1,0,0,0,0.0,1.0,0.5470138853874781,0.5470138853874781,True
