scenario,unit_id,epoch,repeat,vote,latency_s,tokens,raw
3,HSF15_cooler_rnn_0f390,15,7,PRUNE,0.7996837999962736,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,0,PRUNE,1.7929049000085797,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,1,PRUNE,0.8273005000082776,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,2,PRUNE,0.828532899991842,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,3,PRUNE,0.8228666000068188,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,4,PRUNE,0.8406904000148643,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,5,PRUNE,0.8218441999924835,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,6,PRUNE,0.839408400002867,410,DECISION: PRUNE
4,HSF15_cooler_fcn_3e03e,29,7,PRUNE,0.8142727999947965,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,0,PRUNE,1.91843869999866,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,1,PRUNE,0.8240432000020519,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,2,PRUNE,0.8058086000091862,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,3,PRUNE,0.8031514000031166,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,4,PRUNE,0.8037519000063185,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,5,PRUNE,0.8490938000031747,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,6,PRUNE,0.821248199994443,410,DECISION: PRUNE
5,HSF15_cooler_transformer_145d6,12,7,PRUNE,0.8300573000160512,410,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,0,PRUNE,1.764324999996461,393,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,1,PRUNE,1.7514176999975462,393,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,2,PRUNE,1.7491495000140276,393,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,3,PRUNE,1.7798418999882415,393,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,4,PRUNE,1.7727493999991566,393,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,5,PRUNE,1.764720800012583,393,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,6,PRUNE,1.7988431999983732,393,DECISION: PRUNE
6,HSF15_cooler_transformer_d9df6,3,7,PRUNE,1.753041399992071,393,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,0,PRUNE,1.7780685000179801,410,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,1,PRUNE,0.815987399982987,410,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,2,PRUNE,0.8080972000025213,410,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,3,PRUNE,0.8028542000101879,410,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,4,PRUNE,0.7942242000135593,410,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,5,PRUNE,0.8075702000060119,410,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,6,PRUNE,0.8020697000029031,410,DECISION: PRUNE
7,HSF15_cooler_transformer_1a900,12,7,PRUNE,0.8070511000114493,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,0,PRUNE,1.7965910999919288,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,1,PRUNE,0.821685000002617,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,2,PRUNE,0.8178213000064716,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,3,PRUNE,0.8117574999923818,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,4,PRUNE,0.8085171999991871,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,5,PRUNE,0.8358007000060752,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,6,PRUNE,0.821383499976946,410,DECISION: PRUNE
8,HSF15_cooler_rnn_69df8,14,7,PRUNE,0.8350263999891467,410,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,0,PRUNE,1.8972944000270218,409,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,1,PRUNE,0.815815299982205,409,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,2,PRUNE,1.0819184000138193,409,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,3,PRUNE,0.8077232999785338,409,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,4,PRUNE,0.8313295000116341,409,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,5,PRUNE,0.8127418000076432,409,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,6,PRUNE,0.8179754999873694,409,DECISION: PRUNE
9,HSF15_cooler_rnn_163a5,6,7,PRUNE,0.8084773999871686,409,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,0,PRUNE,1.9091727000195533,410,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,1,PRUNE,0.8119794999947771,410,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,2,PRUNE,0.8131549000099767,410,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,3,PRUNE,0.8207628999953158,410,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,4,PRUNE,0.8079600000055507,410,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,5,PRUNE,0.8053695000126027,410,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,6,PRUNE,0.8305615000135731,410,DECISION: PRUNE
10,HSF15_cooler_rnn_9854a,47,7,PRUNE,0.821250399982091,410,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,0,PRUNE,1.799874499993166,393,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,1,PRUNE,1.7758307000040077,393,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,2,PRUNE,1.7749092000012752,393,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,3,PRUNE,1.749682900001062,393,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,4,PRUNE,1.759706399985589,393,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,5,PRUNE,1.7814194000093266,393,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,6,PRUNE,1.7730561000062153,393,DECISION: PRUNE
11,HSF15_cooler_rnn_6f220,3,7,PRUNE,1.7656499999866355,393,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,0,PRUNE,1.781365700007882,409,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,1,PRUNE,0.8165114999865182,409,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,2,PRUNE,0.837033000017982,409,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,3,PRUNE,0.833238799998071,409,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,4,PRUNE,0.8219049000181258,409,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,5,PRUNE,0.8283652999962214,409,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,6,PRUNE,0.8085798000101931,409,DECISION: PRUNE
12,HSF15_cooler_fcn_f4965,6,7,PRUNE,0.8098112999869045,409,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,0,PRUNE,1.7975083999917842,410,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,1,PRUNE,0.8107697000086773,410,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,2,PRUNE,0.8172230999916792,410,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,3,PRUNE,0.8109550999943167,410,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,4,PRUNE,0.8287375000072643,410,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,5,PRUNE,0.8268148000061046,410,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,6,PRUNE,0.816097400005674,410,DECISION: PRUNE
13,HSF15_cooler_transformer_dd64a,14,7,PRUNE,0.8533685999864247,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,0,PRUNE,1.8270068000128958,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,1,PRUNE,0.8004389000125229,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,2,PRUNE,0.8179801999940537,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,3,PRUNE,0.8192820000112988,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,4,PRUNE,0.8104310999915469,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,5,PRUNE,0.8244555999990553,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,6,PRUNE,0.8025196999951731,410,DECISION: PRUNE
14,HSF15_cooler_rnn_f2e1c,20,7,PRUNE,0.8202699999965262,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,0,PRUNE,1.8007321000040974,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,1,PRUNE,0.8285679999971762,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,2,PRUNE,0.827513900003396,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,3,PRUNE,0.8128323999990243,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,4,PRUNE,0.8195352999900933,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,5,PRUNE,0.8294694000214804,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,6,PRUNE,0.8529968000075314,410,DECISION: PRUNE
15,HSF15_cooler_fcn_a85ee,20,7,PRUNE,0.8108186000026762,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,0,PRUNE,1.8898786999925505,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,1,PRUNE,0.8118246000085492,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,2,PRUNE,0.8279603999981191,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,3,PRUNE,0.8326985000167042,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,4,PRUNE,0.8182201999879908,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,5,PRUNE,0.8562113000079989,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,6,PRUNE,0.8100582000042778,410,DECISION: PRUNE
16,HSF15_cooler_rnn_70e27,30,7,PRUNE,0.8011642999772448,410,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,0,PRUNE,1.8772145999828354,409,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,1,PRUNE,0.840740999992704,409,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,2,PRUNE,0.8222077999962494,409,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,3,PRUNE,0.8273887999821454,409,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,4,PRUNE,0.810731500008842,409,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,5,PRUNE,0.8183477999991737,409,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,6,PRUNE,0.8258001999929547,409,DECISION: PRUNE
17,HSF15_cooler_transformer_140db,9,7,PRUNE,0.839626800006954,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,0,PRUNE,1.8857476000266615,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,1,PRUNE,0.8179888000013307,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,2,PRUNE,0.8123180999828037,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,3,PRUNE,0.8011650999833364,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,4,PRUNE,0.8077206000161823,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,5,PRUNE,0.8475349999789614,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,6,PRUNE,0.820641300000716,409,DECISION: PRUNE
18,HSF15_cooler_rnn_9ccc1,5,7,PRUNE,0.8047627999912947,409,DECISION: PRUNE
19,HSF15_cooler_mscnn_e517b,23,0,CONTINUE,1.7380169999960344,409,DECISION: CONTINUE
19,HSF15_cooler_mscnn_e517b,23,1,CONTINUE,0.7885232999979053,409,DECISION: CONTINUE
19,HSF15_cooler_mscnn_e517b,23,2,CONTINUE,0.7671548000071198,409,DECISION: CONTINUE
19,HSF15_cooler_mscnn_e517b,23,3,CONTINUE,0.7828477000002749,409,DECISION: CONTINUE
19,HSF15_cooler_mscnn_e517b,23,4,CONTINUE,0.7800704999826849,409,DECISION: CONTINUE
19,HSF15_cooler_mscnn_e517b,23,5,CONTINUE,0.7595054999983404,409,DECISION: CONTINUE
19,HSF15_cooler_mscnn_e517b,23,6,CONTINUE,0.7807628000155091,409,DECISION: CONTINUE
19,HSF15_cooler_mscnn_e517b,23,7,CONTINUE,0.788123500009533,409,DECISION: CONTINUE
20,HSF15_cooler_mscnn_ee0f7,3,0,PRUNE,1.7793826999841258,393,DECISION: PRUNE
20,HSF15_cooler_mscnn_ee0f7,3,1,PRUNE,1.7790970999922138,393,DECISION: PRUNE
20,HSF15_cooler_mscnn_ee0f7,3,2,PRUNE,1.7622078999993391,393,DECISION: PRUNE
20,HSF15_cooler_mscnn_ee0f7,3,3,PRUNE,1.8159337000106461,393,DECISION: PRUNE
20,HSF15_cooler_mscnn_ee0f7,3,4,PRUNE,1.790186400001403,393,DECISION: PRUNE
20,HSF15_cooler_mscnn_ee0f7,3,5,PRUNE,1.7809670999995433,393,DECISION: PRUNE
20,HSF15_cooler_mscnn_ee0f7,3,6,PRUNE,1.761689800012391,393,DECISION: PRUNE
20,HSF15_cooler_mscnn_ee0f7,3,7,PRUNE,1.7737301999877673,393,DECISION: PRUNE
21,HSF15_cooler_mscnn_79312,9,0,CONTINUE,1.7817218000127468,408,DECISION: CONTINUE
21,HSF15_cooler_mscnn_79312,9,1,CONTINUE,0.7826886999828275,408,DECISION: CONTINUE
21,HSF15_cooler_mscnn_79312,9,2,CONTINUE,0.7896065999811981,408,DECISION: CONTINUE
21,HSF15_cooler_mscnn_79312,9,3,CONTINUE,0.7709256000234745,408,DECISION: CONTINUE
21,HSF15_cooler_mscnn_79312,9,4,CONTINUE,0.7834484000049997,408,DECISION: CONTINUE
21,HSF15_cooler_mscnn_79312,9,5,CONTINUE,0.7820848999836016,408,DECISION: CONTINUE
21,HSF15_cooler_mscnn_79312,9,6,CONTINUE,0.793089599988889,408,DECISION: CONTINUE
21,HSF15_cooler_mscnn_79312,9,7,CONTINUE,0.7790194000117481,408,DECISION: CONTINUE
22,HSF15_cooler_fcn_bc9b3,23,0,PRUNE,1.8124461999977939,410,DECISION: PRUNE
22,HSF15_cooler_fcn_bc9b3,23,1,PRUNE,0.8288471999985632,410,DECISION: PRUNE
22,HSF15_cooler_fcn_bc9b3,23,2,PRUNE,0.8271389000001363,410,DECISION: PRUNE
22,HSF15_cooler_fcn_bc9b3,23,3,PRUNE,0.7943722999771126,410,DECISION: PRUNE
22,HSF15_cooler_fcn_bc9b3,23,4,PRUNE,0.8202721999841742,410,DECISION: PRUNE
22,HSF15_cooler_fcn_bc9b3,23,5,PRUNE,0.8018460999883246,410,DECISION: PRUNE
22,HSF15_cooler_fcn_bc9b3,23,6,PRUNE,0.8138397999864537,410,DECISION: PRUNE
22,HSF15_cooler_fcn_bc9b3,23,7,PRUNE,0.8415167999919504,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,0,PRUNE,1.7799253000121098,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,1,PRUNE,0.8407986999955028,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,2,PRUNE,0.8240033000183757,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,3,PRUNE,0.8303874999983236,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,4,PRUNE,0.8230949999997392,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,5,PRUNE,0.8417110000154935,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,6,PRUNE,0.8033172999857925,410,DECISION: PRUNE
23,HSF15_cooler_transformer_f9253,23,7,PRUNE,1.06465039998875,410,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,0,PRUNE,1.7950592999986839,409,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,1,PRUNE,0.8187889999826439,409,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,2,PRUNE,0.8265164000040386,409,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,3,PRUNE,0.8012238999945112,409,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,4,PRUNE,0.8225755000021309,409,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,5,PRUNE,0.8199906999943778,409,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,6,PRUNE,0.8211132999858819,409,DECISION: PRUNE
24,HSF15_cooler_rnn_7a3d3,9,7,PRUNE,0.8009105000237469,409,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,0,PRUNE,1.889052399987122,410,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,1,PRUNE,0.8370119000028353,410,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,2,PRUNE,0.8204758999927435,410,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,3,PRUNE,0.8299739999929443,410,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,4,PRUNE,0.8290739000076428,410,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,5,PRUNE,0.8142889000009745,410,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,6,PRUNE,0.8388064999890048,410,DECISION: PRUNE
25,HSF15_cooler_rnn_8074e,10,7,PRUNE,0.8098204999987502,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,0,PRUNE,1.8006331999786198,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,1,PRUNE,0.8295794000150636,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,2,PRUNE,0.8175148000009358,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,3,PRUNE,0.7975732999911997,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,4,PRUNE,0.8245279999973718,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,5,PRUNE,0.8225283999927342,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,6,PRUNE,0.8146581000182778,410,DECISION: PRUNE
26,HSF15_cooler_fcn_6c0af,23,7,PRUNE,0.8105745000066236,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,0,PRUNE,1.7795665999874473,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,1,PRUNE,0.8067843000171706,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,2,PRUNE,0.8389261999982409,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,3,PRUNE,0.821899200003827,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,4,PRUNE,0.8070557999890298,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,5,PRUNE,0.832579000008991,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,6,PRUNE,0.812998699984746,410,DECISION: PRUNE
27,HSF15_cooler_rnn_2f8d1,26,7,PRUNE,0.8021405000181403,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,0,PRUNE,1.9017897000012454,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,1,PRUNE,0.8394828999880701,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,2,PRUNE,0.8476541000127327,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,3,PRUNE,0.8315246000129264,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,4,PRUNE,0.8284467000048608,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,5,PRUNE,0.840722499997355,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,6,PRUNE,0.8207932999939658,410,DECISION: PRUNE
28,HSF15_cooler_rnn_9e703,19,7,PRUNE,0.830135700001847,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,0,PRUNE,2.0856314999982715,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,1,PRUNE,0.8147320999996737,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,2,PRUNE,0.8222591999801807,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,3,PRUNE,0.8353997999802232,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,4,PRUNE,0.859185899986187,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,5,PRUNE,0.8058175999904051,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,6,PRUNE,0.8063511000073049,410,DECISION: PRUNE
29,HSF15_cooler_fcn_694c0,11,7,PRUNE,0.8121718000038527,410,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,0,PRUNE,1.7937404999975115,409,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,1,PRUNE,0.8320183000178076,409,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,2,PRUNE,0.9720209000224713,409,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,3,PRUNE,0.8274924000143073,409,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,4,PRUNE,0.8331126999983098,409,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,5,PRUNE,0.8338040999951772,409,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,6,PRUNE,1.0627328999980818,409,DECISION: PRUNE
30,HSF15_cooler_rnn_ad654,7,7,PRUNE,0.8080288999772165,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,0,PRUNE,1.7851527000020724,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,1,PRUNE,0.8197986999875866,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,2,PRUNE,0.8156526999955531,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,3,PRUNE,0.8293402999988757,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,4,PRUNE,0.8222512000065763,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,5,PRUNE,0.831056199996965,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,6,PRUNE,0.8284832999925129,409,DECISION: PRUNE
31,HSF15_cooler_rnn_3a973,5,7,PRUNE,0.8400462999998126,409,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,0,PRUNE,1.9068020999839064,410,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,1,PRUNE,0.838460800005123,410,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,2,PRUNE,0.8152178000018466,410,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,3,PRUNE,0.8144675999938045,410,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,4,PRUNE,0.8128327000013087,410,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,5,PRUNE,0.8384270000096876,410,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,6,PRUNE,0.8508691999886651,410,DECISION: PRUNE
32,HSF15_cooler_rnn_634c5,73,7,PRUNE,0.8545657000213396,410,DECISION: PRUNE
33,HSF15_cooler_mscnn_a66e7,16,0,PRUNE,1.9140399000025354,410,DECISION: PRUNE
33,HSF15_cooler_mscnn_a66e7,16,1,PRUNE,0.8628035000001546,410,DECISION: PRUNE
33,HSF15_cooler_mscnn_a66e7,16,2,PRUNE,0.8040507000114303,410,DECISION: PRUNE
33,HSF15_cooler_mscnn_a66e7,16,3,PRUNE,0.8071531000023242,410,DECISION: PRUNE
33,HSF15_cooler_mscnn_a66e7,16,4,PRUNE,0.8388483000162523,410,DECISION: PRUNE
33,HSF15_cooler_mscnn_a66e7,16,5,PRUNE,0.8211853000102565,410,DECISION: PRUNE
